,color,word counts,level 1,level 2,level 3,level 4,comments,episodes,total comments,timestamps,first,last,angle,replies (all),replies (direct),replies (own excl.),interaction degree centrality,interaction eigenvector centrality,interaction betweenness centrality,interaction closeness centrality,interaction Katz centrality,interaction page rank,interaction in-degree,interaction out-degree,cluster degree centrality,cluster eigenvector centrality,cluster betweenness centrality,cluster closeness centrality,cluster page rank
David Speyer,57,1402.0,3.0,0.0,0.0,0.0,"['comment-2801', 'comment-35724', 'comment-35752']","{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/11/a-reading-seminar-on-density-hales-jewett/', params='', query='', fragment=''), 10), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/11/a-reading-seminar-on-density-hales-jewett/', params='', query='', fragment=''), 20), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",3.0,"[datetime.datetime(2009, 2, 12, 8, 19), datetime.datetime(2009, 2, 12, 18, 43), datetime.datetime(2009, 3, 12, 13, 1)]",2009-02-12 08:19:00,2009-03-12 13:01:00,57.735849056603776,0.0,0.0,0.0,0.0380952380952381,0.15688499982930157,0.0,0.0,0.1427749834945923,0.01739138172125634,0.0380952380952381,0.0,0.3238095238095238,0.16067848629030515,0.0,0.49832689832689836,0.015089956809686956
Diego Lucena,5,91.0,1.0,0.0,0.0,0.0,['comment-2107'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 13)}",1.0,"[datetime.datetime(2009, 2, 11, 5, 57)]",2009-02-11 05:57:00,2009-02-11 05:57:00,61.132075471698116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.0,0.0,0.0,0.0,0.0016085790884719747
Dima,60,412.0,2.0,0.0,0.0,0.0,"['comment-35925', 'comment-35928']","{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/13/bounds-for-the-first-few-density-hales-jewett-numbers-and-related-quantities/', params='', query='', fragment=''), 0)}",2.0,"[datetime.datetime(2009, 2, 16, 18, 37), datetime.datetime(2009, 2, 16, 19, 3)]",2009-02-16 18:37:00,2009-02-16 19:03:00,64.52830188679246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.05714285714285715,0.020911853723550432,0.0,0.39439775910364144,0.004478342183077945
Emanuele Viola,90,651.0,3.0,0.0,0.0,0.0,"['comment-3341', 'comment-3343', 'comment-3345']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 1)}",3.0,"[datetime.datetime(2009, 5, 9, 18, 8), datetime.datetime(2009, 5, 9, 18, 11), datetime.datetime(2009, 5, 9, 18, 13)]",2009-05-09 18:08:00,2009-05-09 18:13:00,67.9245283018868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.01904761904761905,0.010034267823324197,0.0,0.37061497966020585,0.0025068508120080265
Emmanuel Kowalski,28,281.0,2.0,0.0,0.0,0.0,"['comment-1778', 'comment-2816']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",2.0,"[datetime.datetime(2009, 2, 3, 20, 17), datetime.datetime(2009, 3, 12, 21, 11)]",2009-02-03 20:17:00,2009-03-12 21:11:00,71.32075471698113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.36190476190476195,0.16261448346623203,0.0109269084331259,0.5121693121693123,0.01785178036652408
Ernie Croot,78,1033.0,1.0,1.0,0.0,0.0,"['comment-2770', 'comment-2782']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",2.0,"[datetime.datetime(2009, 3, 11, 21, 52), datetime.datetime(2009, 3, 12, 0, 39)]",2009-03-11 21:52:00,2009-03-12 00:39:00,74.71698113207547,1.0,1.0,0.0,0.0380952380952381,0.09624342576956879,0.0,0.0,0.12074378312703904,0.0820970747104966,0.028571428571428574,0.009523809523809525,0.3238095238095238,0.16067848629030515,0.0,0.49832689832689836,0.015089956809686956
Ewan,94,212.0,2.0,0.0,0.0,0.0,"['comment-865', 'comment-876']","{(ParseResult(scheme='http', netloc='gilkalai.wordpress.com', path='/2009/03/25/an-open-discussion-and-polls-around-roths-theorem/', params='', query='', fragment=''), 2)}",2.0,"[datetime.datetime(2009, 3, 28, 13, 18), datetime.datetime(2009, 3, 30, 7, 21)]",2009-03-28 13:18:00,2009-03-30 07:21:00,78.11320754716982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.01904761904761905,0.00979461323385044,0.0,0.34788858939802336,0.0024417189964969508
Frank,99,34.0,1.0,0.0,0.0,0.0,['comment-40006'],"{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/07/09/dhj-writing-the-second-paper-iii/', params='', query='', fragment=''), 7)}",1.0,"[datetime.datetime(2009, 7, 11, 13, 38)]",2009-07-11 13:38:00,2009-07-11 13:38:00,81.50943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.0,0.0,0.0,0.0,0.0016085790884719747
Georg von Hippel,74,480.0,1.0,0.0,0.0,0.0,['comment-2740'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",1.0,"[datetime.datetime(2009, 3, 11, 9, 56)]",2009-03-11 09:56:00,2009-03-11 09:56:00,84.90566037735849,0.0,0.0,0.0,0.01904761904761905,0.0,0.0,0.0,0.09374980302883755,0.008558366977420845,0.01904761904761905,0.0,0.3238095238095238,0.16067848629030512,0.0,0.49832689832689836,0.015089956809686956
Gil Kalai,43,12178.0,58.0,8.0,0.0,0.0,"['comment-1671', 'comment-1688', 'comment-1821', 'comment-1840', 'comment-2006', 'comment-2008', 'comment-2049', 'comment-2059', 'comment-2084', 'comment-2110', 'comment-2114', 'comment-2115', 'comment-2151', 'comment-2153', 'comment-2154', 'comment-2169', 'comment-2182', 'comment-2187', 'comment-2193', 'comment-2197', 'comment-2198', 'comment-2213', 'comment-2217', 'comment-2225', 'comment-2236', 'comment-2238', 'comment-2251', 'comment-2264', 'comment-2297', 'comment-2382', 'comment-2393', 'comment-2394', 'comment-2499', 'comment-2569', 'comment-2592', 'comment-2760', 'comment-2765', 'comment-2894', 'comment-2905', 'comment-2908', 'comment-2918', 'comment-2922', 'comment-2936', 'comment-2944', 'comment-2962', 'comment-3002', 'comment-3043', 'comment-3070', 'comment-3129', 'comment-3133', 'comment-3137', 'comment-3139', 'comment-35631', 'comment-37707', 'comment-37741', 'comment-37783', 'comment-37786', 'comment-37905', 'comment-849', 'comment-851', 'comment-868', 'comment-897', 'comment-908', 'comment-916', 'comment-921', 'comment-967']","{(ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/03/30/dhjk-1200-1299-density-hales-jewett-type-numbers/', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 12), (ParseResult(scheme='http', netloc='gilkalai.wordpress.com', path='/2009/03/25/an-open-discussion-and-polls-around-roths-theorem/', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 10), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 7), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 12), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 6), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 17), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 16), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 8), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/23/brief-review-of-polymath1/', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/02/05/upper-and-lower-bounds-for-the-density-hales-jewett-problem/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gilkalai.wordpress.com', path='/2009/03/25/an-open-discussion-and-polls-around-roths-theorem/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/02/dhj3-851-899/', params='', query='', fragment=''), 7), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 6), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 13), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/03/30/dhjk-1200-1299-density-hales-jewett-type-numbers/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 9), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 9), (ParseResult(scheme='http', netloc='gilkalai.wordpress.com', path='/2009/03/25/an-open-discussion-and-polls-around-roths-theorem/', params='', query='', fragment=''), 3), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 12), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/16/dhj3-and-related-results-1050-1099/', params='', query='', fragment=''), 10), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/02/dhj3-851-899/', params='', query='', fragment=''), 14), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/23/brief-review-of-polymath1/', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/01/a-combinatorial-approach-to-density-hales-jewett/', params='', query='', fragment=''), 1), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/problem-solved-probably/', params='', query='', fragment=''), 19), (ParseResult(scheme='http', netloc='gilkalai.wordpress.com', path='/2009/03/25/an-open-discussion-and-polls-around-roths-theorem/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/23/brief-review-of-polymath1/', params='', query='', fragment=''), 19), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 11), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 6), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='gilkalai.wordpress.com', path='/2009/03/25/an-open-discussion-and-polls-around-roths-theorem/', params='', query='', fragment=''), 4), (ParseResult(scheme='http', netloc='terrytao.wordpress.com', path='/2009/03/30/dhjk-1200-1299-density-hales-jewett-type-numbers/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/13/dhj-possible-proof-strategies/', params='', query='', fragment='more-441/'), 2), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/02/08/dhj-quasirandomness-and-obstructions-to-uniformity', params='', query='', fragment=''), 14)}",66.0,"[datetime.datetime(2009, 2, 2, 7, 32), datetime.datetime(2009, 2, 2, 16, 16), datetime.datetime(2009, 2, 4, 15, 2), datetime.datetime(2009, 2, 4, 19, 48), datetime.datetime(2009, 2, 8, 20, 0), datetime.datetime(2009, 2, 8, 20, 14), datetime.datetime(2009, 2, 9, 3, 38), datetime.datetime(2009, 2, 9, 11, 45), datetime.datetime(2009, 2, 9, 19, 55), datetime.datetime(2009, 2, 10, 7, 36), datetime.datetime(2009, 2, 11, 14, 42), datetime.datetime(2009, 2, 11, 15, 32), datetime.datetime(2009, 2, 11, 16, 3), datetime.datetime(2009, 2, 12, 9, 49), datetime.datetime(2009, 2, 12, 10, 3), datetime.datetime(2009, 2, 12, 10, 11), datetime.datetime(2009, 2, 13, 11, 15), datetime.datetime(2009, 2, 13, 22, 56), datetime.datetime(2009, 2, 14, 8, 21), datetime.datetime(2009, 2, 14, 20, 17), datetime.datetime(2009, 2, 15, 9, 28), datetime.datetime(2009, 2, 15, 9, 57), datetime.datetime(2009, 2, 16, 8, 1), datetime.datetime(2009, 2, 16, 14, 22), datetime.datetime(2009, 2, 16, 21, 57), datetime.datetime(2009, 2, 17, 20, 4), datetime.datetime(2009, 2, 17, 20, 20), datetime.datetime(2009, 2, 18, 8, 15), datetime.datetime(2009, 2, 19, 8, 36), datetime.datetime(2009, 2, 20, 7, 44), datetime.datetime(2009, 2, 23, 20, 54), datetime.datetime(2009, 2, 24, 0, 59), datetime.datetime(2009, 2, 24, 1, 13), datetime.datetime(2009, 3, 1, 7, 0), datetime.datetime(2009, 3, 4, 16, 12), datetime.datetime(2009, 3, 6, 22, 50), datetime.datetime(2009, 3, 11, 19, 39), datetime.datetime(2009, 3, 11, 20, 5), datetime.datetime(2009, 3, 15, 7, 47), datetime.datetime(2009, 3, 15, 23, 16), datetime.datetime(2009, 3, 15, 23, 57), datetime.datetime(2009, 3, 16, 8, 50), datetime.datetime(2009, 3, 16, 16, 28), datetime.datetime(2009, 3, 17, 21, 29), datetime.datetime(2009, 3, 18, 7, 42), datetime.datetime(2009, 3, 18, 20, 29), datetime.datetime(2009, 3, 20, 18, 24), datetime.datetime(2009, 3, 24, 10, 22), datetime.datetime(2009, 3, 24, 23, 5), datetime.datetime(2009, 3, 25, 23, 47), datetime.datetime(2009, 3, 26, 7, 12), datetime.datetime(2009, 3, 29, 9, 14), datetime.datetime(2009, 3, 30, 12, 41), datetime.datetime(2009, 3, 30, 20, 16), datetime.datetime(2009, 3, 31, 10, 11), datetime.datetime(2009, 3, 31, 13, 51), datetime.datetime(2009, 4, 1, 0, 16), datetime.datetime(2009, 4, 1, 10, 37), datetime.datetime(2009, 4, 2, 9, 2), datetime.datetime(2009, 4, 2, 10, 49), datetime.datetime(2009, 4, 3, 9, 11), datetime.datetime(2009, 4, 4, 14, 11), datetime.datetime(2009, 4, 4, 23, 28), datetime.datetime(2009, 4, 5, 17, 3), datetime.datetime(2009, 4, 6, 11, 39), datetime.datetime(2009, 4, 12, 8, 2)]",2009-02-02 07:32:00,2009-04-12 08:02:00,88.30188679245283,8.0,8.0,6.0,0.09523809523809525,0.3091852065179219,0.004716117216117216,0.10442773600668337,0.17667906700509353,0.036011060873710456,0.05714285714285715,0.0380952380952381,0.4571428571428572,0.17357663949648358,0.03735511315729498,0.5717238833517904,0.024391555749569038
GreedyAlgorithm,72,101.0,1.0,0.0,0.0,0.0,['comment-2712'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",1.0,"[datetime.datetime(2009, 3, 11, 0, 52)]",2009-03-11 00:52:00,2009-03-11 00:52:00,91.69811320754718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.3238095238095238,0.16067848629030512,0.0,0.49832689832689836,0.015089956809686954
Harrison,66,340.0,1.0,2.0,0.0,0.0,"['comment-2752', 'comment-2754', 'comment-2759']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",3.0,"[datetime.datetime(2009, 3, 11, 18, 54), datetime.datetime(2009, 3, 11, 19, 18), datetime.datetime(2009, 3, 11, 19, 37)]",2009-03-11 18:54:00,2009-03-11 19:37:00,95.09433962264151,2.0,2.0,2.0,0.01904761904761905,0.0,0.0,0.01904761904761905,0.07812483585736463,0.005462713952303914,0.0,0.01904761904761905,0.3238095238095238,0.16067848629030512,0.0,0.49832689832689836,0.015089956809686956
Heinrich,79,17.0,0.0,1.0,0.0,0.0,['comment-2741'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",1.0,"[datetime.datetime(2009, 3, 11, 10, 52)]",2009-03-11 10:52:00,2009-03-11 10:52:00,98.49056603773585,1.0,1.0,1.0,0.009523809523809525,0.0,0.0,0.09904761904761905,0.07812483585736463,0.005462713952303914,0.0,0.009523809523809525,0.3238095238095238,0.16067848629030512,0.0,0.49832689832689836,0.015089956809686954
J. Broll,71,121.0,1.0,0.0,0.0,0.0,['comment-3022'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 3)}",1.0,"[datetime.datetime(2009, 3, 22, 5, 48)]",2009-03-22 05:48:00,2009-03-22 05:48:00,101.88679245283019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.0380952380952381,0.012696902464429304,0.0,0.39022423784328547,0.0037858838604091505
Jack Snoeyink,6,237.0,2.0,0.0,0.0,0.0,"['comment-1593', 'comment-2706']","{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0), (ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/01/27/is-massively-collaborative-mathematics-possible/', params='', query='', fragment=''), 1)}",2.0,"[datetime.datetime(2009, 1, 27, 18, 53), datetime.datetime(2009, 3, 11, 0, 2)]",2009-01-27 18:53:00,2009-03-11 00:02:00,105.28301886792454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07812483585736463,0.005462713952303914,0.0,0.0,0.3523809523809524,0.16308608414219897,0.0035731985919955855,0.5121693121693123,0.01687527559281217
James Allen,81,28.0,0.0,1.0,0.0,0.0,['comment-2854'],"{(ParseResult(scheme='http', netloc='gowers.wordpress.com', path='/2009/03/10/polymath1-and-open-collaborative-mathematics/', params='', query='', fragment=''), 0)}",1.0,"[datetime.datetime(2009, 3, 13, 15, 36)]",2009-03-13 15:36:00,2009-03-13 15:36:00,108.67924528301887,1.0,1.0,1.0,0.009523809523809525,0.0,0.0,0.09904761904761905,0.07812483585736463,0.005462713952303914,0.0,0.009523809523809525,0.3238095238095238,0.16067848629030512,0.0,0.49832689832689836,0.015089956809686954
